VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,fare_amount,extra,tip_amount,tolls_amount,congestion_surcharge,total_amount
2,2024-01-14 01:07:00,2024-01-14 01:46:00,2,2.58,1,77,68,1,10.02,0.0,10.64,0.0,0.0,20.66
2,2024-01-12 03:57:00,2024-01-12 04:21:00,2,8.99,2,237,82,1,30.65,1.0,0.2,0.0,0.0,31.849999999999998
2,2024-01-01 04:54:00,2024-01-01 05:38:00,1,9.75,1,196,142,1,32.17,0.5,1.61,0.0,2.5,36.78
2,2024-01-08 01:37:00,2024-01-08 01:51:00,1,2.67,1,136,41,1,11.22,1.0,0.77,0.0,0.0,12.99
2,2024-01-07 20:42:00,2024-01-07 21:26:00,4,0.64,2,36,239,2,5.92,0.0,1.71,0.0,2.5,10.129999999999999
2,2024-01-01 18:56:00,2024-01-01 19:11:00,3,3.69,3,248,3,1,13.07,1.0,1.88,0.0,2.5,18.45
2,2024-01-02 10:24:00,2024-01-02 10:37:00,1,0.26,1,254,94,1,8.17,0.0,0.0,0.0,2.5,10.67
2,2024-01-05 20:49:00,2024-01-05 21:07:00,1,3.49,1,214,59,2,9.77,1.0,4.21,0.0,0.0,14.98
1,2024-01-10 00:27:00,2024-01-10 00:37:00,3,5.54,1,252,228,2,18.86,1.0,1.09,0.0,0.0,20.95
2,2024-01-04 03:43:00,2024-01-04 04:25:00,1,1.11,1,70,18,2,6.27,1.0,0.0,0.0,0.0,7.27
2,2024-01-01 16:47:00,2024-01-01 17:29:00,4,2.29,2,234,239,1,11.45,0.5,0.02,6.55,0.0,18.52
1,2024-01-04 18:45:00,2024-01-04 19:32:00,2,1.29,1,16,74,2,4.5,1.0,3.43,0.0,2.5,11.43
1,2024-01-08 10:26:00,2024-01-08 10:30:00,2,1.32,3,174,169,1,3.7,1.0,0.66,0.0,0.0,5.36
1,2024-01-11 05:49:00,2024-01-11 06:21:00,2,0.85,1,187,160,1,5.77,0.5,3.73,0.0,2.5,12.5
1,2024-01-09 03:18:00,2024-01-09 03:50:00,3,3.3,1,225,169,1,12.94,0.5,0.0,0.0,0.0,13.44
2,2024-01-07 13:19:00,2024-01-07 13:33:00,3,6.33,1,12,206,1,24.45,0.0,0.02,0.0,0.0,24.47
2,2024-01-10 05:21:00,2024-01-10 05:33:00,1,6.5,2,219,9,1,18.2,0.0,0.0,0.0,2.5,20.7
1,2024-01-01 23:55:00,2024-01-02 00:41:00,2,0.44,3,1,115,1,7.12,1.0,9.34,0.0,0.0,17.46
1,2024-01-01 09:31:00,2024-01-01 09:44:00,1,4.78,2,111,152,2,22.3,0.0,0.85,0.0,0.0,23.150000000000002
2,2024-01-02 15:42:00,2024-01-02 15:59:00,1,3.08,1,129,87,1,10.68,1.0,0.0,0.0,2.5,14.18
2,2024-01-04 12:44:00,2024-01-04 13:02:00,3,0.67,1,93,95,2,2.5,0.5,0.28,0.0,0.0,3.2800000000000002
2,2024-01-12 13:41:00,2024-01-12 14:00:00,3,0.16,2,39,231,2,2.5,0.5,0.0,0.0,2.5,5.5
2,2024-01-10 09:07:00,2024-01-10 09:35:00,3,0.72,2,159,186,2,5.05,1.0,0.0,0.0,2.5,8.55
1,2024-01-05 21:39:00,2024-01-05 21:43:00,1,5.6,1,186,114,2,20.09,0.0,1.58,6.55,0.0,28.220000000000002
2,2024-01-13 16:31:00,2024-01-13 17:23:00,2,2.31,2,256,29,2,7.99,0.0,0.53,6.55,2.5,17.57
1,2024-01-09 20:51:00,2024-01-09 21:05:00,1,2.94,3,239,203,1,15.12,0.0,1.61,6.55,2.5,25.78
1,2024-01-13 06:09:00,2024-01-13 07:02:00,1,0.68,1,104,2,1,2.5,1.0,0.0,0.0,0.0,3.5
1,2024-01-06 04:51:00,2024-01-06 05:19:00,1,2.92,1,29,78,1,8.18,0.0,1.24,6.55,0.0,15.969999999999999
2,2024-01-11 02:07:00,2024-01-11 02:32:00,2,0.07,2,89,231,2,5.96,0.5,0.0,0.0,0.0,6.46
1,2024-01-13 02:24:00,2024-01-13 02:44:00,1,1.08,3,51,98,1,3.02,0.5,0.14,0.0,2.5,6.16
2,2024-01-11 07:39:00,2024-01-11 08:13:00,1,2.27,1,147,117,1,8.85,0.5,1.12,0.0,2.5,12.969999999999999
1,2024-01-06 14:33:00,2024-01-06 15:24:00,3,0.36,3,36,110,2,11.8,0.5,0.0,0.0,0.0,12.3
2,2024-01-07 07:17:00,2024-01-07 07:57:00,3,3.98,2,101,167,1,14.11,0.5,0.6,0.0,2.5,17.71
1,2024-01-14 06:56:00,2024-01-14 07:45:00,4,0.62,2,107,87,2,2.5,0.5,0.0,0.0,2.5,5.5
1,2024-01-08 21:43:00,2024-01-08 21:48:00,2,2.43,1,105,22,1,9.66,0.5,1.95,0.0,0.0,12.11
2,2024-01-12 08:58:00,2024-01-12 09:38:00,1,1.19,1,221,210,2,6.2,0.5,2.19,0.0,0.0,8.89
2,2024-01-02 15:13:00,2024-01-02 15:18:00,3,2.08,3,76,139,1,9.23,0.5,0.38,0.0,0.0,10.110000000000001
1,2024-01-04 07:59:00,2024-01-04 08:31:00,4,0.26,1,227,232,1,5.38,1.0,0.74,0.0,2.5,9.620000000000001
1,2024-01-12 20:30:00,2024-01-12 20:33:00,1,0.04,1,84,233,1,2.5,1.0,0.52,0.0,2.5,6.52
2,2024-01-09 06:59:00,2024-01-09 07:31:00,1,5.53,1,76,80,1,22.7,0.5,1.71,6.55,0.0,31.46
1,2024-01-02 16:28:00,2024-01-02 17:15:00,2,0.72,1,249,55,1,5.63,0.5,0.0,0.0,2.5,8.629999999999999
2,2024-01-08 20:16:00,2024-01-08 20:50:00,2,3.94,3,255,34,2,15.85,0.5,0.88,0.0,0.0,17.23
2,2024-01-06 10:13:00,2024-01-06 10:43:00,4,16.88,1,50,252,1,48.69,0.0,3.39,6.55,0.0,58.629999999999995
1,2024-01-11 00:14:00,2024-01-11 00:37:00,2,0.55,1,210,125,1,7.76,1.0,0.0,0.0,0.0,8.76
2,2024-01-09 04:41:00,2024-01-09 05:29:00,2,0.71,1,158,11,1,4.35,0.5,8.11,0.0,2.5,15.459999999999999
1,2024-01-09 03:45:00,2024-01-09 04:00:00,4,2.5,1,233,122,1,10.69,1.0,0.27,6.55,2.5,21.009999999999998
2,2024-01-10 01:05:00,2024-01-10 01:34:00,1,7.74,1,77,35,1,22.34,0.5,0.0,0.0,2.5,25.34
2,2024-01-03 07:56:00,2024-01-03 08:34:00,2,5.69,2,223,69,1,16.44,0.0,1.01,6.55,2.5,26.500000000000004
1,2024-01-10 22:08:00,2024-01-10 22:17:00,4,1.61,2,121,139,1,9.23,0.5,4.41,0.0,2.5,16.64
2,2024-01-05 13:00:00,2024-01-05 13:24:00,1,3.65,1,107,12,2,12.11,1.0,0.17,0.0,2.5,15.78
1,2024-01-12 09:42:00,2024-01-12 09:54:00,4,0.34,3,241,125,2,2.5,1.0,0.0,0.0,0.0,3.5
2,2024-01-03 07:42:00,2024-01-03 08:23:00,3,8.72,1,28,147,1,25.81,1.0,0.9,0.0,0.0,27.709999999999997
2,2024-01-07 07:18:00,2024-01-07 07:35:00,4,7.67,2,192,77,1,26.22,1.0,0.0,0.0,0.0,27.22
2,2024-01-02 23:24:00,2024-01-02 23:41:00,1,0.41,3,249,68,1,2.58,0.5,9.32,0.0,0.0,12.4
2,2024-01-08 05:16:00,2024-01-08 05:22:00,2,0.82,2,213,206,1,5.0,0.0,0.46,0.0,2.5,7.96
1,2024-01-13 03:22:00,2024-01-13 03:56:00,1,0.24,3,21,236,2,3.71,0.0,0.0,0.0,0.0,3.71
2,2024-01-13 15:27:00,2024-01-13 15:52:00,1,0.73,3,155,59,1,2.5,0.5,0.0,0.0,0.0,3.0
2,2024-01-10 17:18:00,2024-01-10 17:26:00,1,3.89,2,27,258,1,10.89,0.5,0.0,6.55,0.0,17.94
2,2024-01-10 05:01:00,2024-01-10 05:27:00,2,1.09,1,77,254,1,6.89,1.0,0.0,0.0,2.5,10.39
1,2024-01-14 13:39:00,2024-01-14 14:01:00,3,0.21,3,57,243,1,2.5,0.5,0.0,0.0,0.0,3.0
1,2024-01-03 03:33:00,2024-01-03 04:12:00,1,0.96,1,119,220,2,8.33,0.0,1.33,6.55,0.0,16.21
1,2024-01-09 03:22:00,2024-01-09 03:44:00,4,9.16,2,165,225,1,31.07,0.5,0.3,6.55,0.0,38.42
1,2024-01-14 09:20:00,2024-01-14 09:34:00,3,2.28,1,64,101,2,11.18,0.5,0.53,6.55,0.0,18.759999999999998
2,2024-01-09 02:05:00,2024-01-09 02:40:00,2,1.24,2,48,122,1,11.02,0.0,0.0,0.0,2.5,13.52
2,2024-01-11 11:23:00,2024-01-11 11:53:00,4,0.42,1,150,218,2,3.97,0.0,1.57,0.0,2.5,8.04
2,2024-01-01 16:28:00,2024-01-01 16:38:00,1,9.85,1,158,75,2,32.2,0.5,0.0,0.0,0.0,32.7
1,2024-01-05 11:26:00,2024-01-05 11:29:00,1,3.95,1,156,237,2,12.6,1.0,1.34,0.0,0.0,14.94
1,2024-01-12 08:15:00,2024-01-12 08:54:00,1,0.76,3,151,240,1,11.26,1.0,0.0,0.0,2.5,14.76
2,2024-01-12 04:53:00,2024-01-12 05:17:00,2,0.17,3,225,165,1,8.44,1.0,0.0,0.0,2.5,11.94
2,2024-01-02 04:02:00,2024-01-02 04:10:00,2,0.13,1,256,157,1,3.39,0.0,0.16,6.55,2.5,12.6
2,2024-01-04 21:46:00,2024-01-04 22:09:00,1,0.3,1,61,211,1,4.81,0.0,4.85,0.0,2.5,12.16
1,2024-01-06 03:44:00,2024-01-06 04:18:00,1,2.0,3,162,216,2,12.0,1.0,0.49,0.0,0.0,13.49
2,2024-01-09 22:17:00,2024-01-09 22:54:00,2,6.08,1,31,218,2,19.66,0.5,3.11,0.0,2.5,25.77
2,2024-01-09 10:35:00,2024-01-09 10:52:00,3,1.58,1,71,233,1,5.78,0.5,0.95,0.0,0.0,7.23
1,2024-01-13 00:37:00,2024-01-13 00:44:00,1,4.26,2,2,12,1,17.11,0.5,1.42,0.0,2.5,21.53
1,2024-01-14 21:02:00,2024-01-14 21:50:00,2,1.36,1,50,83,1,7.0,0.0,0.76,0.0,0.0,7.76
2,2024-01-08 22:25:00,2024-01-08 23:17:00,4,2.84,1,135,113,2,11.41,0.0,0.0,0.0,2.5,13.91
1,2024-01-02 09:00:00,2024-01-02 09:50:00,2,3.03,2,146,195,2,9.4,1.0,0.0,0.0,0.0,10.4
2,2024-01-11 18:42:00,2024-01-11 18:50:00,1,0.44,2,179,141,1,2.5,0.5,0.74,6.55,2.5,12.79
2,2024-01-14 12:00:00,2024-01-14 12:27:00,4,1.03,1,204,124,2,6.47,0.0,0.61,0.0,2.5,9.58
2,2024-01-07 05:44:00,2024-01-07 06:32:00,1,2.33,1,187,141,1,11.79,0.0,2.52,0.0,0.0,14.309999999999999
2,2024-01-12 22:15:00,2024-01-12 22:57:00,1,0.17,1,30,208,1,2.91,1.0,0.0,6.55,0.0,10.46
1,2024-01-12 00:43:00,2024-01-12 01:14:00,2,1.03,1,59,115,1,9.48,0.5,2.25,6.55,2.5,21.28
1,2024-01-04 17:50:00,2024-01-04 17:59:00,2,1.76,1,9,206,2,6.17,0.0,0.22,0.0,0.0,6.39
1,2024-01-13 22:39:00,2024-01-13 23:21:00,1,12.83,3,167,149,2,36.29,0.0,2.13,0.0,0.0,38.42
2,2024-01-14 21:14:00,2024-01-14 21:29:00,2,1.48,1,191,210,2,6.98,0.0,1.58,0.0,2.5,11.06
2,2024-01-02 02:47:00,2024-01-02 03:27:00,2,3.89,1,242,112,2,13.69,0.0,0.27,0.0,2.5,16.46
2,2024-01-05 13:33:00,2024-01-05 13:53:00,1,1.3,3,154,142,1,8.56,0.5,2.3,0.0,2.5,13.86
1,2024-01-13 01:28:00,2024-01-13 01:32:00,3,3.66,2,160,24,1,11.31,1.0,1.3,6.55,0.0,20.16
1,2024-01-05 00:16:00,2024-01-05 00:26:00,1,2.08,1,235,49,1,12.24,0.5,0.54,0.0,2.5,15.780000000000001
2,2024-01-03 13:16:00,2024-01-03 13:29:00,1,5.01,3,199,11,1,21.95,1.0,0.0,0.0,2.5,25.45
1,2024-01-03 08:20:00,2024-01-03 08:55:00,3,1.22,1,33,188,1,6.32,0.0,1.49,0.0,0.0,7.8100000000000005
1,2024-01-07 01:11:00,2024-01-07 01:51:00,4,2.13,2,89,68,1,12.09,0.5,0.21,6.55,0.0,19.35
1,2024-01-07 02:22:00,2024-01-07 03:12:00,1,2.29,1,95,90,1,6.77,1.0,6.95,0.0,2.5,17.22
1,2024-01-13 02:34:00,2024-01-13 03:03:00,1,1.24,1,221,110,2,9.16,1.0,0.0,0.0,0.0,10.16
2,2024-01-10 17:17:00,2024-01-10 17:39:00,3,0.36,2,69,164,1,6.63,0.0,0.24,0.0,0.0,6.87
1,2024-01-14 21:37:00,2024-01-14 21:51:00,3,0.23,1,237,206,2,5.8,1.0,3.81,0.0,2.5,13.11
2,2024-01-05 09:42:00,2024-01-05 10:27:00,1,0.04,1,160,32,2,3.07,1.0,0.0,0.0,0.0,4.07
1,2024-01-13 01:03:00,2024-01-13 01:36:00,1,4.76,1,42,74,1,13.33,1.0,2.0,0.0,0.0,16.33
2,2024-01-05 04:59:00,2024-01-05 05:28:00,2,0.62,1,66,251,1,3.13,0.0,0.71,0.0,0.0,3.84
2,2024-01-07 04:04:00,2024-01-07 04:38:00,3,0.55,3,21,21,1,2.98,0.5,2.91,0.0,2.5,8.89
1,2024-01-04 22:15:00,2024-01-04 22:27:00,4,3.06,1,70,73,1,9.12,0.0,2.82,6.55,0.0,18.49
2,2024-01-09 09:31:00,2024-01-09 09:36:00,4,0.89,1,246,41,1,5.8,1.0,0.0,0.0,2.5,9.3
2,2024-01-14 10:10:00,2024-01-14 10:57:00,3,1.62,1,235,94,1,6.49,1.0,0.0,0.0,2.5,9.99
1,2024-01-11 14:11:00,2024-01-11 14:40:00,1,0.41,1,99,132,1,2.5,0.5,0.0,0.0,0.0,3.0
2,2024-01-01 08:46:00,2024-01-01 09:23:00,3,7.39,2,35,99,1,21.04,1.0,0.0,0.0,2.5,24.54
1,2024-01-03 05:44:00,2024-01-03 06:17:00,1,4.39,1,171,53,1,13.5,0.5,0.34,0.0,2.5,16.84
2,2024-01-11 11:09:00,2024-01-11 11:26:00,1,4.59,1,110,229,1,18.66,1.0,0.91,0.0,2.5,23.07
1,2024-01-09 00:16:00,2024-01-09 00:34:00,4,1.2,1,10,128,2,4.71,1.0,0.0,0.0,0.0,5.71
1,2024-01-10 09:47:00,2024-01-10 10:02:00,3,3.31,1,202,212,1,10.98,0.0,3.91,0.0,2.5,17.39
1,2024-01-13 16:19:00,2024-01-13 17:10:00,2,0.36,1,257,159,2,2.87,0.0,0.89,6.55,2.5,12.81
1,2024-01-02 05:23:00,2024-01-02 06:00:00,1,0.02,1,181,233,1,3.9,0.5,0.59,0.0,2.5,7.49
1,2024-01-07 01:12:00,2024-01-07 02:06:00,4,0.05,1,66,71,2,4.28,0.0,3.93,0.0,2.5,10.71
2,2024-01-05 00:37:00,2024-01-05 00:50:00,1,2.03,1,161,205,2,5.68,0.5,4.87,0.0,2.5,13.55
2,2024-01-07 09:28:00,2024-01-07 09:51:00,2,1.4,1,67,189,1,9.47,0.0,1.16,0.0,2.5,13.13
1,2024-01-04 13:09:00,2024-01-04 14:02:00,4,1.68,1,100,151,1,11.29,0.5,0.06,0.0,2.5,14.35
2,2024-01-12 11:00:00,2024-01-12 11:13:00,1,0.02,3,77,8,2,2.5,1.0,2.61,0.0,0.0,6.109999999999999
2,2024-01-02 16:33:00,2024-01-02 17:05:00,2,1.26,1,35,100,1,4.1,0.5,3.37,0.0,0.0,7.97
2,2024-01-12 18:47:00,2024-01-12 19:37:00,1,2.91,1,45,16,2,10.02,0.0,0.04,0.0,0.0,10.059999999999999
1,2024-01-03 21:27:00,2024-01-03 22:04:00,1,1.34,3,150,154,2,4.86,0.5,1.99,0.0,2.5,9.850000000000001
1,2024-01-13 08:13:00,2024-01-13 08:37:00,2,3.03,1,68,157,1,12.04,0.0,1.95,0.0,2.5,16.49
2,2024-01-06 19:17:00,2024-01-06 19:57:00,3,0.61,1,254,93,2,2.5,1.0,0.0,0.0,0.0,3.5
1,2024-01-05 06:34:00,2024-01-05 07:07:00,1,3.86,2,17,37,1,11.01,0.0,3.05,0.0,2.5,16.56
1,2024-01-07 04:40:00,2024-01-07 04:56:00,2,2.04,3,213,161,1,12.56,1.0,1.23,0.0,2.5,17.29
2,2024-01-13 19:07:00,2024-01-13 19:33:00,4,0.54,1,256,174,1,2.5,1.0,2.48,0.0,0.0,5.98
1,2024-01-14 19:20:00,2024-01-14 20:12:00,1,0.62,1,216,18,2,7.84,0.0,1.6,0.0,2.5,11.94
1,2024-01-12 22:02:00,2024-01-12 22:53:00,1,2.27,1,7,16,2,10.24,1.0,0.0,0.0,0.0,11.24
1,2024-01-01 03:33:00,2024-01-01 04:07:00,4,4.07,3,199,68,1,11.4,0.0,0.0,0.0,0.0,11.4
1,2024-01-03 14:42:00,2024-01-03 15:20:00,1,1.24,1,91,30,2,8.06,0.5,0.0,0.0,2.5,11.06
1,2024-01-10 07:19:00,2024-01-10 07:53:00,1,0.69,1,147,225,1,4.64,1.0,0.0,0.0,0.0,5.64
2,2024-01-07 18:48:00,2024-01-07 19:05:00,2,4.64,2,150,164,2,14.85,0.5,1.05,0.0,2.5,18.9
1,2024-01-08 09:20:00,2024-01-08 10:05:00,1,2.54,1,52,14,2,10.72,0.5,0.0,0.0,2.5,13.72
1,2024-01-05 16:11:00,2024-01-05 16:48:00,3,1.37,1,243,156,1,8.02,0.0,9.72,0.0,0.0,17.740000000000002
2,2024-01-14 13:01:00,2024-01-14 13:06:00,2,1.54,3,219,122,1,9.08,0.0,2.15,6.55,2.5,20.28
2,2024-01-05 00:31:00,2024-01-05 00:49:00,1,0.53,1,6,170,2,7.43,1.0,6.44,0.0,2.5,17.37
1,2024-01-11 23:42:00,2024-01-11 23:49:00,1,2.27,1,109,10,2,10.38,0.0,0.0,6.55,0.0,16.93
2,2024-01-07 02:23:00,2024-01-07 02:46:00,3,1.02,1,66,172,1,2.86,0.5,0.92,0.0,2.5,6.78
1,2024-01-10 11:01:00,2024-01-10 11:13:00,1,12.5,1,10,13,1,36.82,0.5,0.0,0.0,2.5,39.82
2,2024-01-12 02:59:00,2024-01-12 03:20:00,2,1.5,1,202,213,1,14.56,0.5,3.97,6.55,0.0,25.580000000000002
1,2024-01-02 21:20:00,2024-01-02 21:47:00,3,1.53,2,214,161,2,9.1,1.0,4.67,0.0,2.5,17.27
2,2024-01-07 04:25:00,2024-01-07 04:31:00,4,1.92,2,68,232,2,14.3,0.0,1.53,6.55,2.5,24.88
1,2024-01-07 08:07:00,2024-01-07 08:38:00,2,5.72,1,247,160,2,22.5,0.5,0.0,0.0,2.5,25.5
2,2024-01-12 09:05:00,2024-01-12 09:26:00,3,3.71,1,50,127,1,13.99,1.0,0.3,0.0,0.0,15.290000000000001
1,2024-01-05 10:08:00,2024-01-05 10:53:00,1,1.38,1,17,48,2,7.62,0.0,1.95,0.0,0.0,9.57
1,2024-01-10 18:16:00,2024-01-10 18:20:00,2,2.92,3,11,61,2,11.08,0.0,0.0,0.0,0.0,11.08
1,2024-01-09 11:56:00,2024-01-09 12:08:00,1,2.03,1,124,122,2,5.68,0.5,2.61,6.55,2.5,17.84
2,2024-01-13 17:33:00,2024-01-13 18:18:00,1,1.56,3,225,90,1,7.41,1.0,0.8,0.0,0.0,9.21
2,2024-01-11 00:51:00,2024-01-11 01:18:00,2,0.49,2,244,255,2,7.4,0.5,0.0,6.55,0.0,14.45
1,2024-01-13 00:21:00,2024-01-13 00:43:00,2,1.43,3,29,90,2,5.5,0.5,0.05,6.55,0.0,12.6
1,2024-01-14 13:58:00,2024-01-14 14:48:00,2,0.65,1,59,3,1,5.85,1.0,0.0,6.55,0.0,13.399999999999999
1,2024-01-08 05:53:00,2024-01-08 06:14:00,4,5.67,1,143,117,1,21.0,0.5,0.0,0.0,2.5,24.0
1,2024-01-11 18:45:00,2024-01-11 19:10:00,3,0.94,3,226,98,1,3.36,1.0,5.55,0.0,0.0,9.91
2,2024-01-01 01:29:00,2024-01-01 01:55:00,1,7.0,1,164,162,2,21.47,1.0,0.0,0.0,2.5,24.97
2,2024-01-13 13:33:00,2024-01-13 13:46:00,4,1.75,2,84,82,2,5.36,0.5,1.12,6.55,0.0,13.530000000000001
2,2024-01-08 04:41:00,2024-01-08 05:29:00,1,2.3,3,117,148,2,7.38,0.5,0.0,0.0,2.5,10.379999999999999
1,2024-01-12 08:49:00,2024-01-12 09:25:00,1,1.8,2,204,6,2,5.04,0.0,5.19,0.0,0.0,10.23
1,2024-01-03 02:41:00,2024-01-03 03:11:00,1,0.32,2,145,185,2,2.5,0.0,0.0,0.0,2.5,5.0
2,2024-01-01 01:45:00,2024-01-01 01:52:00,1,1.08,1,27,252,1,9.57,1.0,0.87,0.0,0.0,11.44
2,2024-01-07 07:18:00,2024-01-07 07:25:00,1,0.24,3,17,25,2,2.5,1.0,6.32,0.0,2.5,12.32
2,2024-01-13 16:39:00,2024-01-13 17:32:00,2,2.24,1,63,41,2,9.59,1.0,2.34,0.0,0.0,12.93
2,2024-01-05 05:30:00,2024-01-05 05:53:00,2,1.36,3,64,169,1,5.55,0.0,1.67,0.0,2.5,9.719999999999999
1,2024-01-05 05:22:00,2024-01-05 05:36:00,4,3.46,3,39,3,1,15.64,0.5,0.5,0.0,0.0,16.64
1,2024-01-12 19:38:00,2024-01-12 20:30:00,1,0.57,2,130,171,2,7.87,0.5,3.94,0.0,2.5,14.81
1,2024-01-02 08:05:00,2024-01-02 08:11:00,1,0.41,2,115,57,2,6.31,0.0,0.5,0.0,0.0,6.81
2,2024-01-13 19:20:00,2024-01-13 20:11:00,3,1.2,2,45,83,2,7.13,0.5,0.0,0.0,2.5,10.129999999999999
1,2024-01-05 19:17:00,2024-01-05 20:01:00,1,6.01,2,216,179,2,19.25,0.5,0.47,0.0,0.0,20.22
2,2024-01-14 13:28:00,2024-01-14 13:50:00,2,2.85,1,88,133,2,8.0,0.5,0.38,0.0,0.0,8.88
2,2024-01-01 09:12:00,2024-01-01 09:52:00,1,1.25,1,177,86,2,11.36,0.0,0.0,0.0,0.0,11.36
2,2024-01-03 17:11:00,2024-01-03 17:38:00,4,1.68,1,105,94,1,5.8,1.0,2.03,0.0,2.5,11.33
2,2024-01-03 08:29:00,2024-01-03 08:45:00,2,0.2,2,171,250,1,5.22,0.5,2.23,0.0,0.0,7.949999999999999
2,2024-01-10 11:09:00,2024-01-10 11:22:00,1,9.6,2,108,198,1,32.53,0.5,6.79,0.0,0.0,39.82
1,2024-01-02 16:30:00,2024-01-02 17:04:00,1,2.53,1,161,79,1,8.7,1.0,0.58,0.0,0.0,10.28
1,2024-01-01 07:38:00,2024-01-01 07:51:00,2,0.77,2,40,166,2,7.75,0.5,0.01,0.0,2.5,10.76
1,2024-01-10 07:15:00,2024-01-10 07:35:00,1,2.03,1,26,39,1,10.59,0.5,2.01,0.0,2.5,15.6
2,2024-01-01 03:27:00,2024-01-01 03:56:00,2,0.27,3,83,214,1,8.08,1.0,1.56,6.55,0.0,17.19
1,2024-01-01 14:59:00,2024-01-01 15:19:00,1,7.77,1,173,131,1,23.58,0.0,1.43,6.55,0.0,31.56
2,2024-01-09 02:13:00,2024-01-09 02:38:00,2,0.44,1,173,157,1,2.5,0.0,0.0,0.0,2.5,5.0
1,2024-01-12 09:25:00,2024-01-12 09:38:00,3,2.4,1,70,159,2,8.46,0.5,0.0,0.0,2.5,11.46
2,2024-01-06 23:21:00,2024-01-06 23:44:00,2,0.65,1,6,227,2,5.34,0.5,0.75,0.0,2.5,9.09
2,2024-01-01 14:54:00,2024-01-01 15:40:00,1,2.91,1,195,45,1,11.29,1.0,0.71,6.55,0.0,19.55
1,2024-01-01 08:34:00,2024-01-01 08:41:00,2,3.45,3,13,201,1,11.68,1.0,0.0,0.0,0.0,12.68
2,2024-01-03 20:29:00,2024-01-03 20:54:00,1,2.57,2,63,22,1,7.2,0.5,0.0,0.0,2.5,10.2
1,2024-01-10 04:58:00,2024-01-10 05:41:00,2,2.19,1,13,242,1,10.31,0.5,0.0,0.0,0.0,10.81
1,2024-01-11 15:13:00,2024-01-11 15:40:00,4,5.13,1,249,229,2,22.29,0.0,0.81,0.0,2.5,25.599999999999998
1,2024-01-11 15:49:00,2024-01-11 16:32:00,1,0.19,1,205,238,1,4.69,0.0,8.47,0.0,2.5,15.66
2,2024-01-05 23:39:00,2024-01-05 23:51:00,2,0.92,3,253,149,2,7.1,0.0,0.0,0.0,2.5,9.6
2,2024-01-08 04:06:00,2024-01-08 04:30:00,4,0.66,1,40,67,1,6.28,0.0,0.0,6.55,2.5,15.33
2,2024-01-09 04:27:00,2024-01-09 04:48:00,3,10.18,1,165,7,2,32.5,1.0,8.73,6.55,0.0,48.78
2,2024-01-02 02:00:00,2024-01-02 02:03:00,2,1.13,1,31,233,1,8.49,0.0,10.41,0.0,2.5,21.4
1,2024-01-10 10:52:00,2024-01-10 11:01:00,1,3.03,1,17,256,1,12.47,0.0,0.97,6.55,0.0,19.990000000000002
2,2024-01-13 06:10:00,2024-01-13 06:16:00,1,2.65,1,137,67,2,9.64,0.5,1.3,0.0,0.0,11.440000000000001
1,2024-01-14 21:42:00,2024-01-14 21:45:00,1,0.55,3,165,250,2,2.55,0.0,0.0,6.55,2.5,11.6
1,2024-01-14 18:11:00,2024-01-14 18:28:00,4,0.63,2,223,77,2,4.14,0.5,2.06,0.0,0.0,6.699999999999999
2,2024-01-04 07:40:00,2024-01-04 08:22:00,2,0.76,2,122,87,2,5.91,0.5,0.53,0.0,0.0,6.94
2,2024-01-13 17:11:00,2024-01-13 17:25:00,3,1.22,3,78,252,2,5.63,0.0,2.57,0.0,0.0,8.2
1,2024-01-09 06:14:00,2024-01-09 06:38:00,4,0.61,1,88,222,1,5.49,0.0,0.51,0.0,2.5,8.5
2,2024-01-02 15:16:00,2024-01-02 15:40:00,1,0.05,3,113,72,1,4.24,0.5,0.91,6.55,2.5,14.7
1,2024-01-04 07:50:00,2024-01-04 08:42:00,1,4.87,1,100,202,2,18.72,1.0,0.57,0.0,2.5,22.79
2,2024-01-12 14:10:00,2024-01-12 14:59:00,1,7.75,1,239,59,1,27.91,0.5,0.62,6.55,0.0,35.58
2,2024-01-14 22:09:00,2024-01-14 22:28:00,3,0.96,1,111,221,1,5.88,1.0,0.0,6.55,0.0,13.43
1,2024-01-08 01:41:00,2024-01-08 02:12:00,1,0.95,1,90,157,2,2.66,1.0,4.68,6.55,2.5,17.39
1,2024-01-05 21:37:00,2024-01-05 22:25:00,1,0.02,2,139,181,2,2.5,0.0,0.77,0.0,0.0,3.27
1,2024-01-12 04:02:00,2024-01-12 04:18:00,1,2.62,2,135,213,1,10.45,0.0,0.2,0.0,2.5,13.149999999999999
2,2024-01-01 11:01:00,2024-01-01 11:53:00,1,4.01,1,12,129,1,11.23,0.0,0.2,0.0,2.5,13.93
2,2024-01-04 05:24:00,2024-01-04 05:46:00,1,0.36,1,244,243,2,7.48,0.0,1.79,6.55,2.5,18.32
2,2024-01-11 21:51:00,2024-01-11 22:43:00,3,0.4,1,182,172,2,4.48,0.5,0.0,0.0,0.0,4.98
1,2024-01-03 00:40:00,2024-01-03 01:30:00,1,3.59,1,195,163,1,14.01,1.0,0.0,0.0,0.0,15.01
1,2024-01-12 02:42:00,2024-01-12 03:17:00,1,2.2,1,122,24,1,12.57,0.5,0.23,0.0,2.5,15.8
